InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,IsPromotion,Sex,Region
267010,22142.0,Bag,12,18/06/2023 18:42,18.01,27422,United Kingdom,Yes,Female,East
446552,48910.0,Number,20,13/08/2023 04:49,37.72,90921,Australia,No,Male,East
552025,96862.0,Reach,1,15/04/2023 19:24,38.59,8205,Australia,Yes,Female,North
322417,18400.0,State,14,26/06/2023 16:30,28.39,34957,United States,No,Male,South
267610,81219.0,Lose,2,19/12/2023 14:06,15.56,76853,Australia,Yes,Female,North
200775,86138.0,Build,9,30/10/2023 05:38,47.26,30557,United Kingdom,No,Male,North
568201,44487.0,Manager,7,27/06/2023 23:34,36.11,61443,United Kingdom,Yes,Female,West
472465,18975.0,Interest,8,25/07/2023 17:39,42.29,25314,United Kingdom,No,Female,East
642098,96264.0,Offer,3,08/04/2023 10:57,20.31,12107,Canada,Yes,Female,East
74357,64803.0,Carry,20,14/10/2023 04:13,36.31,96105,France,Yes,Male,West
849740,50148.0,Tax,9,03/03/2024 06:10,43.94,69590,United States,No,Female,East
350327,15689.0,Growth,4,09/06/2023 08:19,45.66,77016,France,Yes,Male,East
891057,73462.0,Leader,15,24/06/2023 12:20,28.03,90099,Australia,Yes,Female,West
387260,96545.0,Number,2,25/05/2023 07:10,35.63,25906,United Kingdom,No,Male,North
80788,20783.0,Raise,2,07/04/2023 07:26,18.95,520,United States,Yes,Female,West
862112,78338.0,Seem,9,01/06/2023 02:21,20.38,26124,Germany,No,Male,East
445731,55611.0,Become,10,29/11/2023 05:25,10.17,41325,Canada,No,Male,West
13813,56475.0,Line,4,17/04/2023 15:34,14.98,32701,United States,Yes,Female,South
856012,95556.0,Share,1,27/07/2023 21:37,34.65,82006,United Kingdom,No,Male,East
742294,82367.0,Dinner,10,22/09/2023 05:05,28.79,21700,Canada,No,Male,South
73471,45953.0,Law,1,29/09/2023 18:19,2.67,23796,Germany,Yes,Male,West
224635,30535.0,Chair,5,03/01/2024 22:14,26.88,16147,United States,No,Male,East
257124,69770.0,Executive,18,03/04/2023 06:12,34.99,27171,Germany,No,Female,South
562351,71180.0,Organization,4,23/01/2024 14:38,18.16,45902,Germany,Yes,Male,East
11140,75318.0,Authority,11,08/01/2024 02:13,29.98,50128,France,Yes,Male,East
246511,43452.0,Look,1,23/07/2023 07:54,43.82,40004,France,Yes,Female,West
814959,37025.0,Test,7,15/01/2024 20:17,43.62,27091,United States,Yes,Female,East
814731,41785.0,Perhaps,2,30/07/2023 23:50,1.04,87543,Germany,Yes,Female,West
776236,80697.0,Science,19,27/10/2023 04:33,5.95,32064,Australia,Yes,Female,South
777022,49031.0,Arrive,7,04/01/2024 15:38,49.67,34355,United States,Yes,Male,South
333433,88406.0,Factor,12,20/11/2023 18:25,42.28,40207,Germany,Yes,Female,North
583791,11054.0,Director,19,26/01/2024 22:18,45.96,72263,Australia,Yes,Female,North
409747,68687.0,Well,18,24/11/2023 22:16,18.6,13671,Canada,No,Male,East
5729,96252.0,Hit,14,29/09/2023 21:00,22.86,64683,United Kingdom,Yes,Male,East
897296,,Worker,14,07/04/2023 05:18,15.77,93287,Australia,No,Female,North
343559,25431.0,Take,6,27/11/2023 20:04,36.99,97965,Australia,No,Male,North
371204,37326.0,Interview,19,04/10/2023 15:12,10.92,78330,Germany,No,Female,South
935838,69584.0,Task,10,17/04/2023 19:03,23.61,45244,France,Yes,Female,South
138357,33961.0,Over,19,21/01/2024 21:53,46.05,43700,Australia,Yes,Female,East
847796,61434.0,Inside,11,06/12/2023 09:25,21.04,39965,United States,No,Female,North
42823,72181.0,Out,18,27/11/2023 08:33,31.6,626,Canada,No,Female,East
327402,97254.0,Hard,19,24/05/2023 16:30,30.02,58299,France,No,Male,North
516564,51805.0,Late,2,10/06/2023 18:13,37.11,87063,United States,Yes,Male,North
748063,51970.0,Tv,2,18/11/2023 04:01,23.63,40026,France,No,Male,East
486720,54412.0,Suddenly,9,09/02/2024 23:49,12.26,57594,France,Yes,Male,South
142312,40859.0,Rule,16,09/08/2023 04:00,7.33,92365,United Kingdom,No,Female,West
92661,11912.0,Here,5,14/11/2023 13:33,5.68,46459,United States,Yes,Female,East
243121,72260.0,For,11,02/03/2024 11:31,13.23,18568,United Kingdom,Yes,Female,East
9249,30250.0,Goal,19,22/11/2023 23:57,22.69,58106,Canada,No,Female,North
898098,14701.0,Writer,4,29/03/2023 08:03,2.02,98478,France,No,Male,North
765529,45105.0,Born,16,09/12/2023 10:05,12.97,69187,Germany,Yes,Female,South
373975,86323.0,Hear,20,06/12/2023 19:17,45.97,154,Australia,No,Male,North
857126,51016.0,Machine,4,12/12/2023 18:22,40.54,28911,Germany,No,Female,South
952592,87491.0,Best,4,22/05/2023 11:02,6.37,86305,Canada,Yes,Male,West
946716,54886.0,Prevent,4,11/06/2023 19:28,35.83,80295,Australia,No,Male,East
996583,49734.0,Speak,18,20/05/2023 18:00,6.84,19022,United States,Yes,Male,West
513811,81149.0,Game,19,17/07/2023 14:35,31.96,93139,Canada,No,Male,East
717097,20556.0,Against,6,18/11/2023 07:51,36.24,88523,France,Yes,Female,North
641972,14661.0,Skin,16,29/06/2023 08:00,42.61,17227,France,Yes,Female,North
46147,31712.0,Dark,19,04/06/2023 22:31,20.49,46701,Canada,No,Female,West
475232,43607.0,Maybe,8,25/09/2023 23:13,38.48,22736,United States,No,Female,North
927952,44124.0,Language,7,08/10/2023 19:36,31.33,73853,Australia,Yes,Male,East
680547,51101.0,Open,18,30/07/2023 17:17,47.24,62038,Germany,No,Female,South
711868,71532.0,Out,6,06/12/2023 19:34,6.2,71386,Canada,No,Male,East
353317,11558.0,Yet,17,06/06/2023 03:57,3.38,28004,United States,Yes,Male,South
739358,16972.0,Body,11,15/09/2023 22:21,13.74,3127,Australia,No,Male,North
112121,52505.0,Attention,7,16/11/2023 23:57,1.94,56746,France,No,Female,South
501498,25975.0,Maintain,8,19/03/2024 08:40,38.57,45907,Germany,Yes,Male,East
765825,87120.0,Oil,18,27/01/2024 13:35,28.75,99507,Australia,No,Male,North
766896,62743.0,Lot,9,28/12/2023 15:37,4.22,10622,France,No,Female,South
401379,70826.0,Outside,10,10/07/2023 13:22,42.31,79604,United Kingdom,Yes,Male,East
911361,80225.0,Their,12,26/11/2023 22:59,33.82,68130,United Kingdom,No,Male,South
500824,53203.0,Student,4,20/09/2023 01:35,40.55,31446,Australia,No,Male,West
791350,15656.0,Hot,10,07/04/2023 06:46,44.77,77395,Germany,Yes,Male,South
144356,25254.0,Country,10,24/02/2024 12:32,40.18,49476,United States,Yes,Male,North
513881,85857.0,Administration,10,24/04/2023 18:49,37.34,90074,Canada,Yes,Female,East
606979,32218.0,Nearly,1,11/04/2023 10:36,13.19,1629,Canada,No,Female,South
763432,27032.0,Few,9,09/09/2023 13:11,38.86,68426,Australia,No,Male,South
288538,35390.0,Shake,14,09/02/2024 14:31,45.75,18228,United States,Yes,Male,South
203918,46090.0,Old,4,27/08/2023 18:55,46.19,16472,United Kingdom,No,Male,South
790510,85759.0,Stuff,5,22/06/2023 08:40,47.42,95199,France,Yes,Male,South
783519,98557.0,Allow,2,06/09/2023 10:01,33.38,44499,Canada,No,Female,South
573328,34507.0,Factor,10,30/09/2023 18:42,26.45,80717,United Kingdom,Yes,Male,West
155536,13558.0,Imagine,13,16/05/2023 02:35,5.11,46218,France,No,Male,East
772992,83603.0,Stay,11,04/11/2023 07:56,21.87,99583,United Kingdom,No,Female,North
859800,81930.0,Probably,5,27/08/2023 18:53,7.34,22378,United Kingdom,No,Male,East
365572,24384.0,Top,17,13/03/2024 18:21,37.55,33573,Germany,Yes,Male,East
846966,,Show,2,08/03/2024 18:27,13.48,68274,United States,No,Male,North
573846,85925.0,Perhaps,3,05/05/2023 12:15,39.91,35332,United States,Yes,Male,West
583919,60551.0,Free,13,10/05/2023 05:37,17.76,31472,Canada,Yes,Female,North
925358,28237.0,Follow,15,27/03/2023 20:58,47.9,95142,Germany,No,Female,North
506884,59444.0,Front,11,04/10/2023 21:06,45.83,48387,United Kingdom,Yes,Female,West
987414,22112.0,Guy,18,28/06/2023 12:35,24.4,62139,Australia,Yes,Female,North
209677,73381.0,Fear,14,05/11/2023 02:56,40.95,46386,Australia,Yes,Female,North
837675,29988.0,Force,9,11/01/2024 13:41,32.98,73189,Australia,No,Male,North
778116,45133.0,My,10,18/03/2024 01:57,22.23,27440,Canada,Yes,Female,North
757801,93702.0,Staff,13,16/08/2023 18:18,8.59,53073,France,Yes,Male,East
752989,58887.0,Bring,14,04/03/2024 16:57,39.47,54956,Australia,Yes,Female,West
337320,37268.0,Answer,13,19/10/2023 12:21,22.42,28561,United Kingdom,Yes,Male,North
995059,,Sell,4,18/02/2024 10:13,47.65,16408,United Kingdom,No,Female,South
224934,76708.0,Up,13,13/11/2023 20:38,23.04,81179,United Kingdom,No,Male,North
426852,44940.0,Sea,13,18/05/2023 00:57,18.14,30135,Germany,Yes,Male,North
294250,92000.0,Again,6,23/08/2023 16:38,6.61,34628,United Kingdom,No,Male,East
378103,25101.0,Among,6,11/10/2023 02:36,9.77,38048,France,No,Female,South
860773,21528.0,Quality,17,21/12/2023 17:12,9.87,61580,Canada,No,Female,North
585131,40539.0,Month,4,24/12/2023 03:49,37.38,80635,Germany,No,Male,East
579987,31869.0,Instead,9,04/09/2023 07:20,14.9,96441,Canada,No,Female,West
581096,22564.0,Section,4,25/03/2023 21:55,46.56,12578,United States,Yes,Male,East
791709,92087.0,Democratic,9,21/04/2023 12:45,7.1,45113,Canada,Yes,Male,West
85243,39989.0,Total,18,14/08/2023 16:11,6.37,35040,Canada,No,Male,South
474859,44039.0,Door,19,10/09/2023 09:11,18.32,25534,United Kingdom,No,Male,South
936364,87775.0,Realize,4,27/07/2023 08:54,4.8,59919,United States,Yes,Male,North
673733,12648.0,Station,14,10/02/2024 14:38,13.02,88209,Australia,Yes,Male,West
795668,28518.0,Individual,20,11/01/2024 19:50,33.81,79752,United States,Yes,Female,North
539288,43907.0,Build,2,05/04/2023 10:28,43.93,77397,Australia,Yes,Female,East
749071,39706.0,Form,15,05/05/2023 22:16,30.76,6390,United Kingdom,Yes,Male,West
997164,65070.0,Explain,10,24/09/2023 10:12,25.61,56499,Canada,No,Female,East
575026,48320.0,Its,5,18/04/2023 23:42,20.1,68594,France,No,Male,East
250054,84907.0,Staff,10,17/01/2024 15:13,2.81,57038,Canada,Yes,Male,East
949356,31340.0,Effect,2,14/09/2023 07:51,18.28,80308,United States,No,Female,East
432422,,Hot,14,16/10/2023 17:40,30.49,16405,United States,Yes,Male,North
819435,30193.0,Scientist,10,19/10/2023 05:27,19.82,93642,United Kingdom,Yes,Male,West
905403,83469.0,News,10,10/05/2023 14:14,11.19,5816,Germany,Yes,Female,North
354964,83087.0,Else,2,03/08/2023 04:09,9.52,44915,Canada,Yes,Female,West
116957,11926.0,Actually,16,05/09/2023 04:08,37.7,5296,Canada,Yes,Male,West
378212,52433.0,Left,8,07/08/2023 21:40,1.36,42553,United Kingdom,Yes,Female,North
834638,56142.0,Teacher,6,07/01/2024 19:47,34.21,3862,United Kingdom,No,Female,West
456214,29969.0,Door,7,24/12/2023 02:37,4.33,84926,Canada,Yes,Male,South
693368,69817.0,Shoulder,9,10/01/2024 15:41,19.72,67506,Canada,Yes,Female,East
162039,38275.0,Box,1,17/03/2024 20:34,21.75,50649,United Kingdom,No,Female,East
678015,21266.0,Piece,17,08/09/2023 12:24,44.26,85658,United Kingdom,Yes,Female,East
678838,45841.0,Authority,8,13/10/2023 23:01,11.56,39618,United States,No,Female,East
730077,88141.0,General,3,27/05/2023 23:03,4.91,5426,France,Yes,Male,North
847308,13689.0,Commercial,12,29/02/2024 06:39,33.97,61544,United States,No,Female,North
927475,55814.0,Know,8,03/02/2024 14:00,23.43,30542,United Kingdom,No,Female,West
849808,76247.0,Team,11,31/10/2023 05:16,22.38,79267,Australia,Yes,Female,North
756249,20476.0,Building,7,14/10/2023 00:47,46.48,37217,United States,No,Male,West
478746,66349.0,Recently,2,03/05/2023 08:18,38.24,22634,France,Yes,Female,South
370675,45759.0,Stand,12,24/02/2024 15:31,49.33,14298,United States,Yes,Male,West
349854,97407.0,Indicate,8,22/10/2023 05:43,40.78,25770,France,Yes,Male,East
450856,32656.0,Course,16,11/12/2023 06:21,35.39,41760,United States,No,Female,West
151418,37207.0,Fast,5,04/05/2023 16:20,9.74,98456,United States,No,Female,East
774969,84106.0,Job,10,28/11/2023 10:31,45.28,79945,Australia,No,Male,East
744829,39446.0,Behavior,19,09/09/2023 10:01,49.25,18109,United States,Yes,Male,South
136042,26963.0,Player,16,02/06/2023 19:58,36.03,25785,Australia,Yes,Male,West
982898,99538.0,Manage,11,18/07/2023 10:00,36.25,36995,France,No,Male,South
183622,81716.0,Food,13,01/11/2023 15:38,5.84,82563,France,No,Male,South
477888,71159.0,Too,6,28/06/2023 22:35,40.37,12964,Canada,No,Male,North
626641,64181.0,Make,10,06/10/2023 02:21,23.64,89954,France,Yes,Female,East
372141,62798.0,Spend,12,14/08/2023 08:47,45.21,18694,France,Yes,Female,South
28601,60209.0,Now,11,05/06/2023 20:36,36.77,16679,France,Yes,Female,West
613065,63739.0,Provide,5,30/05/2023 09:53,8.67,95287,United Kingdom,Yes,Female,South
942099,50959.0,During,2,07/05/2023 17:04,9.81,34207,Germany,No,Male,South
127070,11200.0,Plan,12,03/05/2023 12:49,5.9,35175,Canada,No,Female,East
901187,41702.0,Matter,7,04/05/2023 12:23,29.67,2496,United Kingdom,No,Female,East
285788,58435.0,Upon,8,18/11/2023 22:48,43.12,53990,Germany,Yes,Female,North
542315,74110.0,Own,5,22/06/2023 01:55,48.59,67236,Canada,Yes,Female,West
623308,74854.0,Anything,8,19/10/2023 08:27,13.5,59053,United States,No,Male,South
202175,64266.0,Service,4,06/08/2023 04:54,19.2,24483,Australia,No,Female,North
337448,33583.0,Here,12,01/12/2023 08:55,15.7,21191,United States,Yes,Female,East
581313,46440.0,Hospital,12,04/06/2023 01:19,42.34,93113,United States,No,Female,South
765112,,Smile,9,03/01/2024 07:32,35.3,94124,United States,No,Male,North
980717,95801.0,Miss,20,20/06/2023 10:06,1.63,97198,France,Yes,Male,North
497078,18808.0,Money,1,14/06/2023 11:55,22.04,97572,United States,Yes,Female,East
81170,52802.0,Because,8,24/10/2023 18:58,11.37,34178,Canada,No,Male,South
613966,15695.0,Significant,13,08/10/2023 23:39,10.84,88735,Germany,No,Female,West
655958,56268.0,Attention,16,19/09/2023 03:26,33.85,15100,France,No,Female,West
761238,76326.0,Newspaper,7,22/12/2023 09:46,8.2,44665,Australia,Yes,Male,North
338145,96271.0,Art,14,25/07/2023 10:29,21.9,71331,France,Yes,Male,South
338907,19034.0,Me,17,15/11/2023 21:14,21.82,76352,United States,No,Female,South
954655,54000.0,Stock,13,21/04/2023 16:01,10.52,61198,France,No,Female,South
775293,80067.0,Five,9,11/05/2023 05:49,16.71,41454,Canada,No,Female,North
79939,92421.0,Per,4,04/02/2024 13:19,8.47,65771,Australia,Yes,Male,North
559050,79198.0,Prepare,13,19/09/2023 04:14,10.6,35919,Canada,No,Male,West
62460,22532.0,Four,9,14/03/2024 20:41,9.19,15877,Canada,No,Female,North
862158,58272.0,Particularly,9,12/04/2023 16:30,37.05,25105,United States,No,Male,East
958412,62125.0,Open,8,02/12/2023 09:02,48.54,11654,United States,No,Male,East
793424,43808.0,Indeed,9,26/09/2023 06:43,28.63,18024,Germany,No,Female,East
432665,99919.0,Investment,11,15/11/2023 20:57,48.9,23033,Germany,No,Male,West
754071,98388.0,Since,15,23/04/2023 21:50,27.47,19766,Germany,Yes,Female,North
944179,35805.0,Quickly,7,17/05/2023 18:06,33.39,15,Canada,Yes,Male,West
960056,,Shoulder,8,16/10/2023 22:34,4.83,16181,France,No,Male,South
80609,30091.0,Ahead,9,30/12/2023 01:46,14.4,78161,United States,No,Male,North
860169,,Wish,7,03/10/2023 07:41,11.89,35765,United States,Yes,Male,South
997606,61417.0,Seven,14,03/12/2023 20:03,33.19,38837,United Kingdom,No,Male,East
597900,38938.0,Write,1,27/06/2023 09:21,34.82,67259,United States,No,Male,South
750393,96940.0,Land,16,23/03/2023 20:34,13.47,19692,France,No,Male,South
899230,34329.0,Bring,14,06/11/2023 05:29,25.58,81659,United States,Yes,Male,West
157391,83176.0,As,8,02/04/2023 06:09,3.18,85111,France,No,Male,East
370504,30048.0,Market,13,31/05/2023 13:04,28.36,31268,Germany,Yes,Male,South
242228,65617.0,Pay,11,01/10/2023 13:55,33.87,33120,United States,Yes,Female,South
238316,66796.0,Hundred,2,27/07/2023 15:16,6.73,92205,Germany,No,Female,North
345040,54483.0,Individual,10,16/09/2023 23:38,20.66,48864,Canada,No,Male,East
531877,58558.0,College,3,25/01/2024 21:37,2.06,31131,Australia,No,Male,North
810356,66436.0,Audience,6,22/11/2023 02:02,8.34,81771,Canada,No,Male,West
573197,,Seven,11,04/05/2023 03:02,35.32,16991,United States,Yes,Female,West
392168,18673.0,Well,9,26/12/2023 14:03,3.46,38842,France,Yes,Male,West
841266,79962.0,Model,19,21/01/2024 01:27,38.73,76371,France,No,Male,South
113381,75760.0,Agreement,18,28/02/2024 01:20,34.71,61014,Germany,No,Male,North
889537,88527.0,Discussion,11,17/06/2023 11:20,24.9,79281,Germany,No,Female,West
268564,89321.0,Pass,11,15/02/2024 00:59,22.84,94423,Australia,No,Male,North
960297,23987.0,Begin,7,21/05/2023 13:26,10.0,52510,United States,No,Male,East
35033,88832.0,Budget,11,07/10/2023 06:27,9.72,95711,Germany,Yes,Male,West
370153,63010.0,But,1,01/02/2024 03:19,1.4,53912,Germany,Yes,Male,East
469632,74230.0,Onto,18,03/04/2023 17:09,41.38,6668,United States,Yes,Female,East
87788,16891.0,South,14,30/07/2023 15:55,27.11,34277,United States,No,Female,East
149799,52098.0,Institution,4,23/07/2023 11:27,46.15,41288,United Kingdom,No,Male,South
904859,84266.0,Father,7,11/01/2024 22:26,19.55,633,France,No,Female,North
243819,75504.0,Statement,17,08/10/2023 21:41,37.87,72873,Germany,Yes,Female,East
38875,57809.0,Operation,17,30/04/2023 03:09,34.31,36121,France,No,Male,East
566505,45318.0,Order,12,16/03/2024 21:35,37.96,58159,Australia,Yes,Male,North
359235,28307.0,Protect,5,05/01/2024 08:25,25.76,60275,Germany,Yes,Male,South
559476,22177.0,Language,9,10/10/2023 20:42,16.09,26620,United States,No,Male,West
829103,56905.0,Newspaper,20,20/12/2023 14:41,33.06,59472,Canada,Yes,Male,South
176823,17657.0,Million,6,18/09/2023 14:34,16.25,44962,Canada,No,Male,North
766088,55989.0,Involve,8,11/06/2023 12:29,29.07,62765,United States,No,Male,West
876360,30741.0,Audience,15,19/03/2024 08:35,8.44,34641,United Kingdom,No,Male,North
999892,32246.0,Left,19,26/02/2024 17:28,17.7,66866,Australia,Yes,Male,West
57060,91773.0,Tonight,15,15/09/2023 19:03,36.92,17783,Germany,No,Male,North
94841,76590.0,Almost,4,16/06/2023 10:30,28.71,88752,Canada,Yes,Male,East
924464,56823.0,Onto,9,17/05/2023 19:39,20.17,76748,Germany,Yes,Female,North
438246,67222.0,City,5,30/05/2023 10:38,3.56,71108,United Kingdom,Yes,Female,North
116821,87739.0,Federal,12,19/12/2023 22:02,32.89,81044,United States,No,Male,South
63034,55910.0,Everybody,1,20/03/2024 16:07,21.48,70564,Australia,Yes,Male,West
261607,34798.0,Dog,19,05/11/2023 14:44,15.15,80260,Canada,Yes,Male,East
927222,11936.0,Condition,17,01/03/2024 05:09,3.99,6149,Canada,Yes,Female,South
933990,95267.0,Game,17,21/06/2023 13:53,33.5,53062,Australia,No,Male,South
171994,62091.0,Know,6,25/03/2023 15:23,29.84,83222,Canada,No,Male,West
376957,24604.0,Professor,11,04/11/2023 12:16,15.18,45763,United States,No,Male,East
771813,60661.0,Never,12,20/02/2024 20:48,34.38,70131,Australia,No,Male,West
604217,79483.0,Girl,2,11/08/2023 23:11,45.26,45435,United States,Yes,Male,East
834734,54803.0,Involve,9,23/11/2023 06:27,10.9,43297,France,No,Female,North
342466,19322.0,Chance,10,17/04/2023 04:14,6.19,88448,United Kingdom,Yes,Male,North
117850,67824.0,My,17,17/05/2023 11:16,31.94,62757,Germany,No,Female,South
394191,58615.0,Teacher,13,04/11/2023 22:08,19.59,91156,Australia,Yes,Female,North
60964,28682.0,Story,19,02/05/2023 01:56,1.49,30648,United Kingdom,No,Male,West
601552,19086.0,Follow,3,05/11/2023 23:51,38.04,61425,United Kingdom,No,Male,West
670678,49035.0,Light,18,17/12/2023 03:55,13.15,61176,Australia,Yes,Female,South
916849,55863.0,Image,14,12/03/2024 16:44,0.67,79380,United States,No,Female,East
606717,74316.0,New,3,20/05/2023 08:14,43.8,28223,United Kingdom,Yes,Male,West
131772,99096.0,Take,9,21/12/2023 14:57,39.79,52341,United Kingdom,Yes,Female,South
303408,73759.0,Detail,11,28/03/2023 02:11,5.7,43662,United Kingdom,Yes,Male,West
833995,31875.0,Personal,6,02/09/2023 00:46,20.17,83668,United States,Yes,Female,South
982954,35402.0,Build,8,25/12/2023 16:59,19.13,25353,Germany,Yes,Male,East
92024,32495.0,Cause,3,17/04/2023 15:04,44.61,38171,United Kingdom,Yes,Female,North
911308,47275.0,Entire,5,26/01/2024 03:07,3.36,77432,United Kingdom,Yes,Male,West
252391,40054.0,Maybe,11,09/06/2023 00:47,3.58,79513,United States,Yes,Female,West
153624,56779.0,Reach,12,01/01/2024 15:48,15.3,408,France,Yes,Male,West
284788,82475.0,Chance,2,17/11/2023 09:47,30.37,98816,Canada,Yes,Male,South
870405,85750.0,Practice,4,05/06/2023 21:51,12.63,50896,United States,No,Female,East
277516,97200.0,Either,4,10/03/2024 18:54,1.44,15747,France,No,Female,West
365343,39284.0,Education,2,17/01/2024 22:21,41.36,23491,Germany,Yes,Male,West
509587,73416.0,Police,12,19/12/2023 07:32,26.59,82548,United States,Yes,Male,West
990511,26550.0,Work,15,27/10/2023 10:00,45.99,31663,Australia,Yes,Male,South
583798,90946.0,Fight,19,26/01/2024 15:43,22.57,97052,Australia,Yes,Female,East
373642,68281.0,Impact,20,23/01/2024 19:45,2.28,99871,United States,Yes,Male,West
695478,79468.0,Enter,5,01/06/2023 06:10,15.5,80791,United States,No,Female,East
692148,76303.0,Decade,13,25/07/2023 19:27,15.57,37356,Germany,Yes,Female,South
568479,98006.0,Necessary,5,12/12/2023 18:50,23.96,74258,Canada,Yes,Female,South
415349,64844.0,Give,2,26/05/2023 21:34,15.15,97481,United States,Yes,Female,South
312018,45349.0,Day,4,23/08/2023 01:34,28.27,73762,Canada,No,Male,North
898180,55822.0,Ready,5,10/08/2023 01:55,4.07,57288,France,Yes,Female,West
684287,49505.0,Level,19,19/08/2023 22:33,42.6,97709,France,No,Female,South
252668,16123.0,Minute,17,20/10/2023 09:55,31.9,51919,France,Yes,Male,West
990644,85316.0,Bring,9,31/10/2023 09:05,33.75,88998,Canada,No,Male,East
716890,12192.0,Too,1,01/04/2023 07:03,41.82,9535,Australia,Yes,Female,North
688427,97380.0,Floor,5,03/12/2023 00:13,2.71,60368,France,Yes,Male,North
595364,48227.0,Study,5,23/05/2023 08:29,11.97,57842,Germany,No,Male,South
416519,24211.0,Radio,10,13/06/2023 16:21,23.21,79242,United Kingdom,No,Male,North
861759,35566.0,Change,16,29/08/2023 00:41,8.35,14106,United Kingdom,Yes,Male,West
382097,56758.0,Street,13,18/09/2023 18:14,38.34,68085,Germany,No,Male,South
19218,58856.0,Condition,1,22/10/2023 15:59,37.29,96719,France,Yes,Male,West
311119,22584.0,Win,7,15/05/2023 01:24,9.72,1117,Australia,Yes,Male,East
567418,43653.0,Key,5,18/05/2023 02:23,13.24,69799,United States,No,Male,South
32759,50564.0,Decade,6,26/03/2023 14:08,26.64,3665,France,Yes,Female,North
274459,87312.0,Ahead,15,08/05/2023 10:18,38.24,87598,United States,No,Female,North
911871,25293.0,Sit,12,04/06/2023 22:45,37.14,48597,Canada,No,Male,East
794547,28258.0,Lay,14,03/04/2023 09:29,19.32,1648,France,No,Female,East
114943,79081.0,National,2,30/01/2024 00:57,21.37,52586,Australia,Yes,Female,East
895577,34054.0,Cold,12,19/08/2023 11:54,29.35,63933,United States,No,Male,North
38957,21035.0,Still,14,24/09/2023 05:55,20.87,37064,United States,No,Female,East
108879,87721.0,Three,12,15/12/2023 18:56,17.34,72310,Australia,Yes,Female,West
848505,82965.0,Class,2,07/02/2024 11:15,49.13,73629,Germany,Yes,Male,South
914828,13512.0,Board,6,05/08/2023 20:57,38.15,79194,Germany,Yes,Male,West
754937,60613.0,Exist,17,06/12/2023 14:04,47.73,55943,France,No,Female,East
825634,58413.0,Politics,10,17/11/2023 10:47,49.27,85156,Canada,Yes,Male,North
355854,71574.0,Article,4,23/08/2023 17:28,36.38,7524,United States,No,Male,South
483678,98926.0,Along,20,11/03/2024 06:17,42.99,92432,Canada,No,Male,East
79372,19501.0,Because,9,04/07/2023 14:07,34.39,17142,France,No,Male,East
67260,45174.0,National,3,14/04/2023 22:30,13.05,34920,United States,No,Female,North
51235,64558.0,Brother,7,29/05/2023 09:36,3.49,82303,France,No,Female,North
635933,,Magazine,18,17/07/2023 13:48,16.29,39699,France,Yes,Male,North
998778,25152.0,Scientist,16,09/01/2024 13:08,37.04,17041,Australia,Yes,Female,South
910258,50844.0,Let,3,30/07/2023 03:15,19.49,54510,Germany,Yes,Male,West
651616,10161.0,Will,14,02/08/2023 05:07,34.72,92303,Canada,No,Male,South
779658,62126.0,Hit,20,03/02/2024 23:57,43.37,40155,Canada,No,Male,South
266370,93003.0,Add,16,28/04/2023 00:46,40.72,68508,United Kingdom,No,Male,South
12052,72803.0,Dark,8,12/11/2023 15:36,46.2,88410,Germany,No,Female,South
619361,97224.0,Shoulder,15,29/07/2023 06:39,27.5,91189,France,Yes,Male,South
84349,86268.0,Change,12,22/06/2023 09:47,45.54,96818,United Kingdom,No,Female,East
876684,41704.0,Between,17,28/11/2023 04:53,2.42,44133,United Kingdom,Yes,Male,East
840202,26145.0,Suffer,9,13/01/2024 08:04,31.28,97904,United Kingdom,Yes,Male,North
982659,35739.0,Fast,10,16/05/2023 12:27,15.54,39853,Germany,Yes,Female,East
48651,13686.0,Join,9,11/02/2024 14:32,34.36,81292,United States,Yes,Female,North
959164,58413.0,Sea,1,04/12/2023 01:35,37.03,9643,Germany,Yes,Female,East
850055,79362.0,Rest,20,26/07/2023 08:16,18.53,89206,Australia,No,Female,West
93851,63821.0,Democratic,17,19/08/2023 00:20,46.89,21740,France,No,Male,South
124861,79348.0,Per,1,16/05/2023 07:38,24.4,79619,Canada,No,Male,South
41450,84215.0,Lot,5,18/08/2023 20:03,0.95,88301,Germany,No,Male,West
582659,59220.0,Thus,9,26/07/2023 17:58,5.41,74836,Germany,Yes,Male,West
838959,24828.0,Stop,12,12/01/2024 16:50,42.26,89163,United States,No,Female,North
935370,86875.0,Dog,20,30/12/2023 08:26,27.76,44475,Germany,No,Female,South
98426,79316.0,Dog,18,26/03/2023 03:49,19.51,83134,Germany,Yes,Male,East
899959,85540.0,Doctor,1,23/08/2023 16:19,43.3,41540,United States,No,Female,South
942583,67707.0,Follow,16,09/06/2023 06:24,3.43,18005,France,No,Male,East
562259,45977.0,Customer,11,05/07/2023 01:09,9.88,72339,Germany,No,Male,North
880363,75820.0,Travel,19,29/10/2023 18:09,8.91,48899,Australia,No,Male,North
924407,89407.0,Mention,7,08/08/2023 19:38,39.71,69047,France,Yes,Female,East
567997,83282.0,This,13,08/09/2023 08:18,17.31,7459,France,No,Male,South
60718,84773.0,Employee,18,22/05/2023 08:38,43.22,8949,Germany,No,Male,West
